Platform;Post ID;Post Type;Post Content;Likes;Comments;Shares;Impressions;Reach;Engagement Rate;Audience Age;Audience Gender;Audience Location;Audience Interests;Sentiment
LinkedIn;ecb93b04-05ff-4d37-8f0d-cc5893088e89;Video;Ten arrive second.;209;360;3;7771;1492;38.34;26;Female;Micronesia;commercial;Positive
LinkedIn;932b0a61-8f2d-4f25-9adc-ecf0b19b3bb1;Link;Set life left win natural even.;535;479;67;9208;2755;39.24;52;Female;Cape Verde;charge;Negative
Facebook;0adcfdd3-52b6-443c-afbb-376f0d78ecc4;Video;Since would that play his.;791;179;27;2896;3689;27.03;31;Male;Georgia;hundred;Negative
Twitter;5043bdd9-e182-4551-bfe4-96474c6c45cc;Link;Training ground expect fire.;669;489;57;4700;3778;32.16;22;Female;Italy;leave;Positive
Twitter;aae0a998-4962-4e42-ac6e-0e2e3fe49dcd;Video;Data let window attorney.;968;139;71;6275;4032;29.22;34;Male;Argentina;simply;Negative
LinkedIn;9c775ccb-434d-4e2c-82ee-3c820234b31a;Image;Seem fight probably take interview yes.;976;472;77;5133;554;275.27;32;Male;Angola;school;Neutral
LinkedIn;3bd99974-6230-4736-8a33-844da76a86ff;Video;Board lose term fear task somebody figure.;631;109;181;2815;2347;39.24;38;Male;Canada;quality;Negative
LinkedIn;be3d1b25-3ad6-40b6-a09d-a3c908bac141;Video;Prove painting what challenge class girl.;897;263;19;8793;2024;58.25;55;Male;Mexico;lose;Neutral
Facebook;ff11838b-735a-440e-bad2-2a1ac06d82a1;Image;Business determine tough century son pull federal rule.;405;239;177;3147;4453;18.44;46;Male;Solomon Islands;quite;Neutral
Facebook;90e56b74-9cb3-40e5-918c-ff394ce58a67;Image;Field among away organization government per season.;254;165;28;7611;3120;14.33;29;Male;Saint Pierre and Miquelon;chair;Negative
LinkedIn;b7533198-6a8c-405e-993f-01aa07785fb2;Image;Read hotel national near.;311;425;196;3321;3339;27.91;34;Male;Brunei Darussalam;lead;Negative
Twitter;34aea873-6b3f-4519-800c-afc6283087fc;Image;Shake debate school day smile.;215;306;104;5676;1999;31.27;39;Female;Denmark;behind;Positive
LinkedIn;6e326dc9-8646-4a62-bf1c-060e501fab2f;Image;Hand evening wonder from two drop society believe.;542;204;169;3166;2372;38.58;61;Female;Cambodia;today;Positive
Facebook;ea1b2f27-8838-432c-9c06-d90a1da19fb5;Image;Drug few least talk.;604;422;144;1567;2676;43.72;55;Female;Bahamas;maintain;Positive
Twitter;047bba20-f203-43a3-b26e-317aad0de507;Video;Return artist a consumer finally public.;550;35;152;8876;577;127.73;56;Male;Nepal;need;Negative
Facebook;9d7f62ee-9959-4c46-8494-7b2563139122;Image;Sea help inside eat author.;615;354;134;1779;4648;23.73;46;Female;Reunion;policy;Positive
Facebook;68569460-096d-4a79-a648-fe3e99fded02;Image;Provide prove data.;474;26;127;6107;3961;15.83;19;Female;Greece;tell;Positive
LinkedIn;60bf7d86-08c0-4c0a-8025-0b185fad8761;Video;Turn gun leg itself anything.;347;192;37;1265;3749;15.36;61;Male;Zimbabwe;still;Positive
Twitter;bc0c8585-e560-4610-9c11-96118a269190;Image;Trip conference economy statement.;377;270;59;4746;2601;27.14;51;Male;Afghanistan;area;Positive
Facebook;f4eafaa0-ff65-43ae-bf32-44b3bfef51ca;Video;Find ten home hair.;554;337;181;6433;3173;33.79;39;Female;Marshall Islands;serve;Positive
LinkedIn;72d96e76-322c-4b82-9c6c-072bff293470;Video;Suffer better step gun partner win growth.;833;128;175;1746;3001;37.85;37;Male;Turkey;work;Negative
LinkedIn;8442370d-5528-44aa-a107-2bc0fc5cc8e3;Link;Form want inside citizen ahead oil.;927;275;90;4470;516;250.39;28;Male;Pitcairn Islands;organization;Neutral
LinkedIn;cb91e85a-9521-43d6-8491-24b70f14acd9;Video;Bit structure decide else trouble it.;765;235;3;2859;2212;45.34;47;Male;Zimbabwe;feel;Negative
LinkedIn;3a763064-92ff-44c7-befd-1c5c10bc9006;Image;Whom amount treatment sign social throughout.;794;176;182;7022;3486;33.05;25;Female;Andorra;know;Neutral
Twitter;fa11d961-be2b-429d-953c-1d951e28f09a;Video;Must current agree sort almost.;222;162;11;7297;4997;7.90;52;Male;Cook Islands;who;Neutral
Twitter;a944166f-ae43-4800-aaac-18703aa70e00;Image;Instead significant unit bed.;325;208;43;8256;2698;21.35;38;Female;Dominican Republic;bank;Negative
Facebook;d1876216-d530-491a-b4b5-2990a248f6f9;Video;Hear property level state stuff.;169;291;105;1906;2699;20.93;55;Male;Iran;tough;Negative
Facebook;92f6f388-b02b-4dd8-91b7-bba55f2f1cb6;Link;Not event actually senior style.;335;36;69;3289;2199;20.01;26;Male;Hong Kong;also;Positive
LinkedIn;dbd63edd-27a5-495c-b672-f08e6d69991d;Image;Billion meeting order offer company require know why.;71;426;45;4316;570;95.09;33;Male;French Polynesia;improve;Neutral
LinkedIn;4026f38a-b4f1-4d84-9f43-9f898289719d;Image;Seek anything everyone where very successful sometimes.;324;94;118;7759;1280;41.88;65;Male;Croatia;tonight;Positive
Twitter;b7f632f4-9c56-4b00-b5b1-efafc4903cde;Image;Clearly money citizen computer teach color.;241;73;106;1046;3847;10.92;18;Female;Sierra Leone;interest;Positive
Twitter;f303c763-349c-4876-85cb-bd2f09f4fdb9;Image;Certainly onto service sure create whatever activity find.;481;95;174;3637;1164;64.43;28;Female;Antarctica (the territory South of 60 deg S);decide;Positive
LinkedIn;0f145552-35e9-4eab-b189-fb52167be9d2;Image;Walk move new talk north building.;239;17;116;6480;4065;9.15;62;Female;Nigeria;operation;Neutral
LinkedIn;bed321f8-a3fd-48cb-ab60-e6954e74ba7e;Image;Idea lot whether.;377;243;92;6316;1863;38.22;33;Male;Montenegro;two;Neutral
Facebook;77fdf0c7-d6d3-485f-afa5-12a86ce3bc91;Image;Continue tend machine these their.;443;275;118;9924;904;92.48;60;Female;Christmas Island;hit;Neutral
Facebook;4529c583-d481-407c-83a7-8cdac79b7abd;Video;Vote evidence away order four could.;394;222;177;5950;2405;32.97;34;Female;Israel;make;Neutral
Twitter;97f0c8bd-8cbb-4689-8435-46a15a88a3af;Link;Perhaps page security back member.;229;397;181;7189;3735;21.61;59;Female;Sweden;yet;Positive
Instagram;fc9b5f4d-a11b-486a-8035-2eb73e83abe6;Image;As total yes crime kitchen.;65;192;21;6314;2290;12.14;42;Female;Taiwan;store;Positive
Facebook;4608b75b-45bf-4c56-939c-51313a75d12a;Image;About general fear lay.;981;45;90;7902;4145;26.92;32;Male;Slovakia (Slovak Republic);father;Positive
Instagram;2ab3fae4-1e5c-4d04-996c-e4d07256b98e;Video;Cost produce wrong professional effort yet future.;359;185;132;8070;1876;36.03;28;Male;Montserrat;major;Negative
Instagram;7206163c-b3da-41d6-aff8-d8a1f0750ca7;Video;Head front change grow subject product reality.;274;62;78;2859;3383;12.24;28;Female;Palestinian Territory;enter;Positive
Twitter;7bd578f7-ba7e-43d2-8c44-3b93bbb0fe4e;Link;Authority fly argue culture.;888;58;116;3894;4602;23.08;59;Female;Lebanon;describe;Positive
Instagram;886c6e53-9e75-4dfd-abed-a2cc8bafc2a0;Image;Condition region yes own pull her.;561;37;137;3518;854;86.07;54;Male;Mexico;until;Positive
LinkedIn;c9a4b79e-a06d-4880-a57e-55c99c3e0691;Video;Participant authority tend hotel.;871;401;88;7626;3717;36.59;58;Male;Mali;many;Neutral
Instagram;b6f2ec5b-86ce-4be2-a204-e856a9cf6bd6;Video;Require order rule never admit.;612;297;176;3545;3842;28.24;42;Male;Eritrea;perform;Negative
Twitter;96b315f1-f1c4-43f3-9268-4cb20f6e7a4f;Image;Act wish national air rule if food bag.;449;363;112;6828;2586;35.73;41;Female;Iran;provide;Neutral
Facebook;afd3dd93-d155-48ce-b82d-e381c4118f77;Image;Ever these teach.;248;112;147;6685;2330;21.76;31;Male;Azerbaijan;early;Positive
Instagram;f7ea8a3a-7779-4074-ac3e-59d2f82c971e;Link;Common spring significant plan suggest worry fine.;58;119;64;2535;2126;11.34;19;Female;Gibraltar;walk;Neutral
Facebook;c4a72d5d-35ff-47cc-af46-9dae5ea166ba;Image;That cut good window many mean government special.;717;340;74;2991;4996;22.64;65;Male;Sudan;prevent;Positive
LinkedIn;bfd08031-d4f5-4899-a0e6-49173c98ad01;Video;Policy miss American successful no charge hit.;375;279;96;5709;4902;15.30;18;Female;American Samoa;area;Neutral
Twitter;244dc7ab-a7b1-4a31-b507-bacde2f2fbd2;Image;Manage one  smile shake seek.;381;447;191;9677;1418;71.86;30;Female;Albania;knowledge;Positive
Facebook;aea9d466-1734-440a-b1a4-93c953392602;Video;Agreement already election chair authority after.;798;432;18;4783;1595;78.24;36;Female;Bouvet Island (Bouvetoya);protect;Neutral
Twitter;8399b690-e5d9-4064-822d-01cb03f3cab0;Video;Miss surface hit herself.;794;223;109;8828;1574;71.54;59;Male;Heard Island and McDonald Islands;after;Negative
Facebook;4813955c-107f-4498-ad7a-ceab6901d74e;Video;Serious price sister data.;871;19;154;3983;3317;31.47;18;Female;Georgia;professor;Positive
LinkedIn;bdbcf54f-265d-493e-a18e-6bb9ffccc353;Video;Data like quite five garden.;805;35;37;6863;3169;27.67;23;Male;Namibia;article;Negative
Facebook;2e31bc8a-6564-43d7-9440-436453bbf6b1;Image;Off policy throw all.;300;371;13;8923;1897;36.06;48;Male;Fiji;add;Neutral
Facebook;6508bd56-7e7d-48ae-a7fd-e7d5cc72f15d;Video;Too suddenly life me stage thought word indicate.;174;98;167;7405;4316;10.17;38;Female;Chile;high;Positive
Twitter;f4ad745a-bfcd-483b-a996-6e6210a834d1;Link;Any sign spring.;812;186;170;9992;2288;51.05;24;Male;Chad;minute;Neutral
Twitter;5041d4ed-cbee-4eff-b775-bf6561d8e571;Video;Pressure series before perhaps past weight way.;20;258;108;6584;3216;12.00;38;Male;Korea;exactly;Positive
Twitter;98e77d59-36d1-4fc4-8aea-768ee288ade8;Video;Themselves message idea true sea enough with tend.;204;80;46;1558;2393;13.79;29;Female;Tajikistan;truth;Neutral
Twitter;7cbfe0c4-d296-409a-a0f3-bdb01735a651;Image;End any black war.;268;350;145;4533;4762;16.02;25;Female;Sweden;bag;Neutral
Facebook;8147143c-469b-4275-b411-b03f1d69222f;Image;Within save through office drive service artist trip.;704;463;69;3209;3688;33.51;27;Female;Bahrain;recent;Neutral
Twitter;cda625f1-7c54-4acb-9b05-c443dfb40ade;Video;Food before statement ahead decide.;134;106;44;7626;3798;7.48;22;Female;Namibia;college;Negative
Twitter;40a4d8ca-da64-45af-8627-4eba45ef854f;Link;Firm large behind easy spring buy.;277;20;46;8199;839;40.88;48;Male;French Southern Territories;keep;Negative
Twitter;e43fba27-b809-4e8e-8daf-8b4a98f20bf7;Link;Prevent nearly culture expert debate answer.;902;277;164;2171;544;246.88;48;Female;Belarus;method;Negative
Instagram;7c5e3f8e-effe-4b21-a00c-e130e83ee3ae;Video;Firm effect describe begin follow three.;275;377;123;5099;3237;23.94;19;Male;Tunisia;sing;Positive
Twitter;d0f66676-6a80-4295-9f90-df4a47d13d16;Link;Class him ever support weight wrong.;385;390;67;5568;4536;18.56;56;Female;Guyana;size;Positive
Facebook;0a10e52b-6c61-476f-8fb5-626d5cff2e86;Link;Low organization know sister sort.;209;273;178;6379;1736;38.02;61;Male;Nepal;form;Negative
LinkedIn;762aafb0-d385-43fe-8a6b-e93da35f3bb9;Image;Drop in American according process.;943;281;129;7574;4725;28.63;28;Female;Mozambique;list;Positive
Twitter;2a2b3ff4-025b-4465-ae37-0a751028aedc;Video;Court Mrs thank scientist likely have.;691;282;24;3267;3991;24.98;55;Male;Indonesia;series;Positive
LinkedIn;dddcba3d-7ea0-4d4d-ad9b-20ad101f9a00;Video;Perform short able already.;836;285;136;4131;2820;44.57;26;Female;French Polynesia;property;Negative
Twitter;75e78b14-625f-434a-9fce-748bcedc7dc1;Link;That religious possible left room hundred happy.;636;438;187;2502;4387;28.74;57;Female;Benin;m;Negative
Facebook;fe4c1a2a-be99-410d-9023-fea4f377fb04;Link;Suggest population letter meeting us mind.;313;165;98;8243;2799;20.58;56;Female;Puerto Rico;according;Positive
Instagram;d8c3d7d4-614e-4c7e-848b-876893f44ee3;Link;Bad break or about six.;256;348;101;8453;1013;69.60;45;Female;Western Sahara;red;Negative
Twitter;a33a8fed-9664-4563-83c1-c9b05e4cda94;Image;Machine including happy standard teach rest.;624;414;125;2521;4510;25.79;34;Female;South Africa;painting;Negative
LinkedIn;ede5fce8-c718-40aa-8ec7-5f33e85313ef;Video;Heart avoid live detail.;567;264;57;4705;3110;28.55;26;Male;Jordan;around;Neutral
LinkedIn;a465c014-1ce3-442c-bce6-ce0350e0a8e9;Link;Both budget husband.;702;46;125;5386;3402;25.66;31;Female;Falkland Islands (Malvinas);attention;Neutral
LinkedIn;8a613236-4618-455f-90be-386b75ab9dc1;Image;Car in measure Mr.;353;187;185;1423;2947;24.60;34;Male;Jersey;phone;Positive
Twitter;fa8ef857-f187-4faf-88f4-ba779f62eda2;Link;Chair industry else.;820;289;0;8723;1580;70.19;21;Male;Cote d'Ivoire;laugh;Positive
Twitter;36a89667-5a2b-4ee8-ab51-059b7821e4b2;Link;There go situation serve woman change.;92;470;6;7659;4406;12.89;27;Female;Switzerland;necessary;Negative
LinkedIn;0550cbff-00dd-4637-8af6-628b68716766;Video;Put involve truth hope writer cup.;818;168;152;4605;4734;24.04;50;Male;Norfolk Island;natural;Positive
Instagram;f7192117-1171-4e3b-b935-7f57601d8ae1;Image;Modern feel news same people traditional let.;659;297;6;8430;3766;25.54;59;Female;Portugal;than;Positive
Twitter;35c862ce-76e2-42aa-95f7-c3af594bb34c;Video;Pretty industry cup risk new.;122;62;49;6738;1530;15.23;36;Female;Guernsey;realize;Negative
Facebook;d1642aa8-3417-4c24-9f92-a7735261e9cf;Image;Yet he sure clear.;505;198;78;8537;2305;33.88;20;Female;Norfolk Island;we;Positive
Twitter;54619b1a-b687-453a-b6eb-c7e8647a2588;Image;Rule page however majority mind yard along.;577;265;77;1766;2611;35.20;36;Male;Costa Rica;relationship;Positive
Instagram;a5434e73-0461-41ab-a18b-0dda1deaf2f5;Link;Can federal hand since almost box gun.;905;181;193;2316;1796;71.21;43;Male;United States of America;work;Neutral
Facebook;99a309b7-95ae-414e-8178-820e87fde04a;Video;Finish power fly trial study management.;954;466;125;8265;691;223.59;58;Male;Jamaica;tonight;Negative
Instagram;82bff4b5-1058-443b-9fec-8df9969ecb2a;Image;Send then memory carry positive.;729;49;66;5895;2837;29.75;44;Female;Australia;be;Negative
Facebook;bd4d4618-6b7d-41ba-9e4a-e650fda42ccf;Video;Officer future up.;780;97;99;3989;1439;67.82;38;Male;Pitcairn Islands;here;Negative
Facebook;4bfa02b6-2712-415a-b14f-5f15a8497853;Video;When thank look finally continue buy.;750;143;36;9632;1267;73.32;50;Female;Croatia;interview;Positive
Twitter;44576378-3f7b-4855-982d-0224e3d31685;Video;Friend above still own book moment.;410;154;47;8337;658;92.86;34;Female;Honduras;prepare;Positive
Twitter;a5667253-de2f-4e13-9ab2-a6d41e5d845f;Video;According field father authority.;101;296;98;3997;1876;26.39;32;Female;Croatia;forget;Negative
Instagram;0e37bf16-805f-4568-bca9-a5564f521b53;Link;Throughout agreement information machine magazine day.;137;252;137;8171;2623;20.05;30;Female;Azerbaijan;six;Positive
Twitter;6853a914-07b2-47de-857d-bb40a08c51b1;Video;Foreign stay especially behind sign TV community.;527;232;4;8203;1826;41.79;40;Male;Kyrgyz Republic;important;Positive
Instagram;6a3c0ef8-eee5-42fa-9f3e-a0afe5de540b;Link;Marriage key offer carry draw so.;767;179;37;6165;2559;38.41;25;Female;El Salvador;bank;Positive
Facebook;2cb679d6-2ed7-4797-8425-0ce0f55cb164;Video;Society fund detail happy term maybe receive.;101;256;29;7440;4235;9.11;49;Female;Senegal;process;Negative
Facebook;2ee772eb-79ba-44af-9859-18038d074d72;Link;Career expect participant receive heavy voice final parent.;765;394;145;9503;1396;93.41;25;Male;Taiwan;explain;Neutral
Twitter;12bd1b62-b9f0-41a2-8166-b948a5444d54;Image;Understand strong mission question professor.;592;230;141;1474;4018;23.97;40;Male;Croatia;enough;Negative
Instagram;9ad2c726-0cea-409b-87ef-d827360434ec;Video;Wind marriage type study position.;364;90;75;3540;1683;31.43;36;Female;Spain;defense;Negative
Twitter;1fd15702-e9c6-41ae-83dd-9e463e34be8f;Video;Generation senior see society somebody always marriage.;677;351;198;9094;729;168.18;50;Male;Micronesia;office;Neutral
Facebook;a2a0a672-426b-4df4-a382-103d953fb74a;Video;Always expert inside staff beyond amount or lawyer.;330;239;196;3790;3750;20.40;60;Female;Falkland Islands (Malvinas);research;Negative
Twitter;a9bd24e6-123a-4df6-bbe5-078e277552ab;Image;Agent argue else movement.;47;156;59;8497;509;51.47;45;Male;Iran;last;Positive
Facebook;09c6088a-f626-4c08-9b68-2b529d2cc4f0;Image;Hand I all face democratic material image.;958;292;68;9907;2441;53.99;52;Male;Tajikistan;know;Positive
Instagram;84afd251-20c7-45fa-b787-a3b5f2be581f;Link;Visit huge hot huge.;658;346;181;1633;4053;29.24;38;Female;Mali;away;Negative
LinkedIn;504e491a-a61c-48cf-965f-ebed2bf5efc3;Link;Seek wife national cup cover size media.;355;463;164;2624;1199;81.90;57;Male;Oman;during;Neutral
Facebook;9252bf01-96fe-43ca-acd9-92ebece39e03;Link;Remain concern drug ahead.;322;212;138;9127;2851;23.57;34;Female;Ireland;toward;Positive
Instagram;a0579f67-b219-4e53-8cc6-697ec61f652a;Image;Civil east involve store clearly big home city.;844;174;36;4284;3694;28.53;62;Female;Congo;score;Negative
LinkedIn;c4875b3a-30f2-4636-90e7-d115a9552bdd;Video;Stay word agreement professional picture.;719;161;76;7703;1172;81.57;58;Female;Faroe Islands;clearly;Positive
Twitter;6d43be46-9f44-4fba-bcd9-b3d9562c7dfc;Video;Because environmental understand.;501;297;30;7636;3418;24.22;45;Female;Togo;thank;Positive
Facebook;b4909c39-c9f1-4fe8-9af8-a77e65c73bae;Image;Operation fall state middle century clearly service sport.;336;145;164;6326;1604;40.21;18;Female;Barbados;continue;Positive
Facebook;116d7673-7c2c-4ffa-8d7c-f424af9b9f11;Image;Hit contain free political reason book hard white.;518;239;142;6626;3407;26.39;49;Female;Saint Helena;fact;Neutral
Twitter;1db5d7ae-d151-4fee-9d92-c7989a75a210;Image;Society camera assume cultural myself.;486;197;89;8189;4497;17.17;21;Female;Sierra Leone;company;Positive
Twitter;da813df4-9657-42b5-af26-829959095691;Image;Success agreement hotel help describe.;333;8;172;2195;2502;20.50;40;Female;Finland;spend;Positive
Instagram;21ed4438-186c-4bde-9171-50c8a232a48f;Video;Activity program still security us challenge.;541;189;131;5885;4518;19.06;22;Female;Saint Kitts and Nevis;account;Negative
Instagram;76d8616d-945d-4a6b-b07d-7cfdfd877988;Link;Form step member develop member such source.;394;461;53;7835;1767;51.39;48;Male;Peru;leg;Neutral
LinkedIn;bb8bdbbb-2d6d-422a-88eb-565e69334cfd;Link;Agreement ok policy easy box case seek.;685;58;169;5007;2030;44.93;40;Male;Haiti;leave;Negative
Twitter;ad33d37e-2b76-4b09-84d8-6b3f7a780746;Image;Wear party cultural.;438;365;17;1672;1927;42.55;25;Male;Afghanistan;while;Negative
Instagram;e782e6fa-4c0c-4bcd-bb37-bb9c73f17c88;Image;Policy fast effort read according effect born defense.;780;467;58;3431;1671;78.10;37;Male;Mexico;benefit;Positive
Twitter;cdd97334-e1f8-438d-9b0b-35b9f73a7316;Video;Hotel Democrat senior expect whatever.;817;387;95;8275;4223;30.76;23;Female;Saint Barthelemy;across;Positive
Facebook;77cf81ad-8db0-4ca2-8e95-f793d9ae89a7;Link;Poor where tax result quite this third.;994;245;81;5261;4220;31.28;48;Female;Lithuania;her;Negative
Instagram;8257b196-6932-4377-ab6c-d33242507e6b;Link;Final here require blue book represent.;209;111;190;3578;3933;12.97;50;Male;Cote d'Ivoire;myself;Positive
LinkedIn;3259d69f-3e7a-49cc-8485-2a027aa0702a;Video;Building democratic discuss radio.;119;104;179;2466;4144;9.70;41;Male;Panama;religious;Positive
Instagram;ce7065e9-fcee-4e42-8889-51cb6ed6455b;Image;Drop message leg decision well different industry peace.;385;98;65;2225;507;108.09;50;Male;China;event;Negative
Facebook;15f191b3-a29d-4b97-b1f5-d0cde007cd20;Link;Knowledge general less human.;383;64;164;2311;2200;27.77;27;Female;Madagascar;after;Neutral
Facebook;45a558dc-b881-44b9-beb1-8da86fa99611;Link;Central season free.;268;348;6;6475;1902;32.70;38;Female;Palestinian Territory;old;Negative
Facebook;003666be-bd6a-4b22-8724-6ccac8384b77;Video;Message lawyer quickly blood.;602;238;195;4145;2262;45.76;63;Female;Trinidad and Tobago;grow;Positive
Facebook;8da7ad4b-17de-45b8-803f-efc039046b7a;Image;Act first east consider herself worry understand suffer.;222;28;13;1273;3322;7.92;49;Male;Sweden;pretty;Positive
Facebook;e425838c-99c9-4329-972f-8e2f55ac13ea;Image;Head white husband sound surface start.;10;377;152;4139;4503;11.97;51;Female;Bermuda;summer;Positive
Instagram;cb4e14b9-f572-4964-8508-5457f0e9a4c7;Video;Inside far politics interview able American kitchen.;860;310;193;4849;4266;31.95;45;Male;Uganda;capital;Positive
